Institute,Audience,Operations Lead,Hero Image,Hero Image Alt,Hub Image,Hub Image Alt,Preparation,Key Dates,Agenda Days,Experience,FAQs,Hero Eyebrow,Hero Intro,Hero CTA Label,Hero CTA URL,Welcome Eyebrow,Welcome Title,Welcome Intro,Welcome Body,Preparation Eyebrow,Preparation Title,Preparation Intro,Key Dates Eyebrow,Key Dates Title,Key Dates Intro,Agenda Eyebrow,Agenda Title,Agenda Intro,Agenda CTA Label,Hub Eyebrow,Hub Title,Hub Body,Hub URL,Hub CTA Label,Hotel Eyebrow,Hotel Title,Experience Eyebrow,Experience Title,Experience Intro,Support Eyebrow,Support Title,Support Body,Support URL,Support CTA Label,Contact Eyebrow,Contact Title,Contact Intro,KBYG Reservation Details,Name,Slug
hrmi-canada-nov-2026,delegate,,,,,,,,,,,2026-11-08 – 2026-11-10,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",19. HR Can Nov 2026 Delegate,hrmi-canada-nov-2026-delegate
hrmi-canada-nov-2026,sponsor,,,,,,,,,,,2026-11-08 – 2026-11-10,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",19. HR Can Nov 2026 Sponsor,hrmi-canada-nov-2026-sponsor
hgc-feb-2027,delegate,,,,,,,,,,,2027-02-21 – 2027-02-23,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",23. HGC Feb 2027 Delegate,hgc-feb-2027-delegate
hgc-feb-2027,sponsor,,,,,,,,,,,2027-02-21 – 2027-02-23,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",23. HGC Feb 2027 Sponsor,hgc-feb-2027-sponsor
hrmi-feb-2027,delegate,,,,,,,,,,,2027-02-21 – 2027-02-23,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",22. HR Feb 2027 Delegate,hrmi-feb-2027-delegate
hrmi-feb-2027,sponsor,,,,,,,,,,,2027-02-21 – 2027-02-23,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",22. HR Feb 2027 Sponsor,hrmi-feb-2027-sponsor
cldi-march-2027,delegate,,,,,,,,,,,2027-03-21 – 2027-03-23,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",25. CLDI March 2027 Delegate,cldi-march-2027-delegate
cldi-march-2027,sponsor,,,,,,,,,,,2027-03-21 – 2027-03-23,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",25. CLDI March 2027 Sponsor,cldi-march-2027-sponsor
hchrmi-march-2027,delegate,,,,,,,,,,,2027-03-21 – 2027-03-23,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",24. HCHR March 2027 Delegate,hchrmi-march-2027-delegate
hchrmi-march-2027,sponsor,,,,,,,,,,,2027-03-21 – 2027-03-23,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",24. HCHR March 2027 Sponsor,hchrmi-march-2027-sponsor
hfi-2027,delegate,,,,,,,,,,,2027-04-11 – 2027-04-13,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",26. HFI 2027 Delegate,hfi-2027-delegate
hfi-2027,sponsor,,,,,,,,,,,2027-04-11 – 2027-04-13,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",26. HFI 2027 Sponsor,hfi-2027-sponsor
hr-can-april-2027,delegate,,,,,,,,,,,2027-04-25 – 2027-04-27,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",27. HR Can April 2027 Delegate,hr-can-april-2027-delegate
hr-can-april-2027,sponsor,,,,,,,,,,,2027-04-25 – 2027-04-27,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",27. HR Can April 2027 Sponsor,hr-can-april-2027-sponsor
28-tai-us-2027,delegate,,,,,,,,,,,2027-05-16 – 2027-05-18,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",28. TAI US 2027 Delegate,28-tai-us-2027-delegate
28-tai-us-2027,sponsor,,,,,,,,,,,2027-05-16 – 2027-05-18,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",28. TAI US 2027 Sponsor,28-tai-us-2027-sponsor
29-taeei-can,delegate,,,,,,,,,,,2027-05-30 – 2027-06-01,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",29. TAEEI Can Delegate,29-taeei-can-delegate
29-taeei-can,sponsor,,,,,,,,,,,2027-05-30 – 2027-06-01,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",29. TAEEI Can Sponsor,29-taeei-can-sponsor
211-hrmi-june-2027,delegate,,,,,,,,,,,2027-06-06 – 2027-06-08,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",211. HRMI June 2027 Delegate,211-hrmi-june-2027-delegate
211-hrmi-june-2027,sponsor,,,,,,,,,,,2027-06-06 – 2027-06-08,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",211. HRMI June 2027 Sponsor,211-hrmi-june-2027-sponsor
